source,type,score,scored_by,status,episodes,members
other,ova,5.59,174,finished_airing,1.0,535
original,tv,5.88,112,finished_airing,26.0,332
manga,special,5.69,150,finished_airing,1.0,650
,ova,5.25,262,finished_airing,1.0,944
,ova,5.92,105,finished_airing,1.0,383
game,ova,4.63,398,finished_airing,2.0,1566
,movie,5.85,117,finished_airing,1.0,418
original,music,4.33,422,finished_airing,1.0,800
,ova,4.6,400,finished_airing,2.0,1277
original,music,5.82,122,finished_airing,1.0,238
original,ona,5.23,266,finished_airing,1.0,679
,special,5.26,258,finished_airing,1.0,759
,ova,4.8100000000000005,363,finished_airing,1.0,1272
other,movie,5.06,307,finished_airing,1.0,657
original,ona,5.67,154,finished_airing,6.0,764
original,movie,5.22,268,finished_airing,1.0,1888
original,tv,5.75,136,finished_airing,243.0,647
,tv,5.66,156,finished_airing,9.0,574
music,music,5.5,195,finished_airing,1.0,366
,ova,4.57,399,finished_airing,1.0,1227
music,music,5.46,205,finished_airing,1.0,401
original,music,5.85,116,finished_airing,1.0,288
original,music,4.45,409,finished_airing,1.0,746
original,special,4.51,404,finished_airing,1.0,736
,ova,4.74,373,finished_airing,1.0,1272
original,ona,5.22,266,finished_airing,1.0,540
manga,special,5.13,289,finished_airing,1.0,765
,music,5.45,207,finished_airing,1.0,439
original,music,5.89,109,finished_airing,1.0,195
other,special,4.42,410,finished_airing,1.0,734
,tv,5.71,143,finished_airing,12.0,685
original,ona,4.91,334,finished_airing,1.0,930
original,music,5.75,135,finished_airing,1.0,267
original,ona,5.8,124,finished_airing,1.0,355
original,movie,4.06,424,finished_airing,1.0,757
music,music,5.44,209,finished_airing,1.0,376
music,movie,4.15,421,finished_airing,1.0,833
other,ona,4.75,367,finished_airing,2.0,791
original,music,5.47,201,finished_airing,1.0,372
,ova,5.84,117,finished_airing,8.0,811
,ova,4.7,378,finished_airing,2.0,1393
,ova,4.5600000000000005,396,finished_airing,1.0,1382
original,ona,5.14,283,finished_airing,1.0,731
manga,ona,5.85,115,finished_airing,1.0,298
visual_novel,special,5.55,180,finished_airing,1.0,832
,ova,5.55,180,finished_airing,1.0,693
music,music,5.45,205,finished_airing,1.0,372
music,music,5.48,197,finished_airing,1.0,444
other,movie,5.32,237,finished_airing,1.0,618
original,movie,4.68,380,finished_airing,1.0,1214
,ova,5.14,282,finished_airing,1.0,1116
original,movie,5.54,182,finished_airing,1.0,542
original,ova,4.5,398,finished_airing,1.0,1221
original,ona,3.98,419,finished_airing,1.0,712
,ova,5.86,112,finished_airing,1.0,462
original,music,5.47,199,finished_airing,1.0,374
manga,ona,5.84,116,finished_airing,1.0,309
original,special,5.3,240,finished_airing,1.0,569
,movie,5.3,240,finished_airing,1.0,496
music,tv,5.18,270,finished_airing,10.0,703
original,movie,5.37,223,finished_airing,1.0,456
music,music,5.6,165,finished_airing,1.0,331
original,tv,5.7,143,finished_airing,24.0,708
original,special,4.65,381,finished_airing,1.0,768
original,ona,5.76,131,finished_airing,1.0,306
game,ona,5.83,117,finished_airing,12.0,772
,music,5.55,178,finished_airing,1.0,366
visual_novel,special,5.62,161,finished_airing,1.0,577
,movie,4.8,349,finished_airing,1.0,968
original,movie,4.95,316,finished_airing,1.0,962
music,music,5.46,200,finished_airing,1.0,394
,tv,5.47,197,finished_airing,64.0,557
,ova,5.64,156,finished_airing,1.0,504
original,movie,5.82,118,finished_airing,1.0,308
original,music,5.21,261,finished_airing,1.0,543
original,ona,5.38,219,finished_airing,1.0,479
original,music,4.25,404,finished_airing,1.0,648
original,movie,5.92,102,finished_airing,1.0,252
original,music,5.69,144,finished_airing,1.0,284
original,ona,4.41,397,finished_airing,1.0,823
original,movie,4.88,328,finished_airing,1.0,640
original,movie,5.39,216,finished_airing,1.0,573
original,movie,5.39,216,finished_airing,1.0,464
music,music,4.86,332,finished_airing,1.0,584
music,music,5.5,188,finished_airing,1.0,356
,movie,4.04,408,finished_airing,1.0,1236
original,movie,4.49,389,finished_airing,1.0,746
visual_novel,ova,5.26,245,finished_airing,1.0,940
original,music,4.7,363,finished_airing,1.0,750
original,special,5.47,195,finished_airing,1.0,370
original,music,5.32,232,finished_airing,1.0,562
,ova,5.73,135,finished_airing,1.0,487
original,music,5.85,112,finished_airing,1.0,217
original,special,5.36,221,finished_airing,1.0,703
original,movie,5.25,247,finished_airing,1.0,531
,ova,5.69,143,finished_airing,1.0,478
,ova,4.92,317,finished_airing,1.0,949
original,music,5.62,159,finished_airing,1.0,335
original,movie,5.76,129,finished_airing,1.0,257
manga,ova,4.97,309,finished_airing,1.0,1105
,ona,5.39,215,finished_airing,2.0,641
original,special,5.16,269,finished_airing,1.0,560
,ona,5.52,183,finished_airing,3.0,495
,ova,5.61,161,finished_airing,1.0,459
music,music,5.5,187,finished_airing,1.0,366
game,ona,5.25,246,finished_airing,1.0,678
original,movie,5.05,293,finished_airing,1.0,563
original,ona,5.03,297,finished_airing,1.0,1042
novel,special,5.36,220,finished_airing,1.0,707
original,music,5.72,136,finished_airing,1.0,252
original,special,4.15,401,finished_airing,1.0,822
,ova,5.74,132,finished_airing,1.0,579
game,ova,5.73,134,finished_airing,1.0,1213
original,ova,5.76,128,finished_airing,1.0,1010
,ona,4.55,380,finished_airing,1.0,708
other,ova,5.75,130,finished_airing,1.0,456
original,music,5.54,177,finished_airing,1.0,369
other,movie,5.38,216,finished_airing,1.0,773
game,ona,5.57,169,finished_airing,1.0,471
original,movie,5.57,169,finished_airing,1.0,409
original,ona,5.12,277,finished_airing,1.0,545
music,music,5.85,111,finished_airing,1.0,208
other,movie,5.68,144,finished_airing,1.0,539
original,movie,4.24,396,finished_airing,1.0,718
manga,ova,5.03,295,finished_airing,2.0,996
original,movie,5.12,276,finished_airing,1.0,554
original,movie,5.78,123,finished_airing,1.0,274
original,special,5.05,291,finished_airing,2.0,1055
,ova,5.13,273,finished_airing,1.0,828
manga,ova,4.78,340,finished_airing,1.0,1192
,ova,5.66,148,finished_airing,1.0,524
original,ona,4.89,318,finished_airing,1.0,658
,music,4.45,385,finished_airing,1.0,624
music,music,5.8100000000000005,117,finished_airing,1.0,228
original,special,4.97,304,finished_airing,2.0,709
music,music,5.47,192,finished_airing,1.0,370
game,ona,5.49,187,finished_airing,8.0,1062
manga,ova,5.0,299,finished_airing,1.0,2212
original,movie,4.09,397,finished_airing,1.0,696
original,music,4.94,307,finished_airing,1.0,569
manga,ona,5.86,108,finished_airing,1.0,250
,movie,5.77,124,finished_airing,1.0,325
manga,ona,5.22,249,finished_airing,2.0,833
,movie,5.18,259,finished_airing,1.0,510
,ova,5.23,246,finished_airing,2.0,919
manga,movie,5.69,140,finished_airing,1.0,463
original,movie,5.69,140,finished_airing,1.0,253
original,music,5.29,233,finished_airing,1.0,397
manga,music,5.28,235,finished_airing,1.0,509
manga,ova,5.52,179,finished_airing,1.0,681
original,music,5.7,138,finished_airing,1.0,258
original,music,4.63,361,finished_airing,1.0,597
,ova,5.23,245,finished_airing,3.0,820
original,music,5.79,119,finished_airing,1.0,247
original,movie,5.46,192,finished_airing,1.0,518
original,movie,5.62,154,finished_airing,1.0,627
,ona,4.41,380,finished_airing,1.0,1162
original,music,5.59,161,finished_airing,1.0,330
original,ona,5.74,129,finished_airing,1.0,290
original,music,5.71,135,finished_airing,1.0,326
original,ona,5.73,131,finished_airing,1.0,350
,ova,5.83,112,finished_airing,1.0,390
original,music,5.66,145,finished_airing,1.0,276
other,ona,5.23,244,finished_airing,1.0,548
,tv,5.61,156,finished_airing,12.0,1353
original,music,5.7,137,finished_airing,1.0,255
original,special,4.85,319,finished_airing,1.0,609
,music,5.18,256,finished_airing,1.0,524
,ova,5.41,203,finished_airing,1.0,691
original,special,4.5600000000000005,363,finished_airing,3.0,616
manga,ova,4.88,312,finished_airing,1.0,1190
original,music,5.1,273,finished_airing,1.0,497
,movie,5.78,120,finished_airing,1.0,479
book,ova,5.76,124,finished_airing,1.0,385
original,movie,4.86,315,finished_airing,1.0,719
manga,ova,4.82,321,finished_airing,2.0,1302
original,music,4.67,348,finished_airing,1.0,675
game,ona,5.61,155,finished_airing,1.0,378
,special,5.71,134,finished_airing,1.0,355
original,special,5.7,136,finished_airing,1.0,573
original,ona,5.09,274,finished_airing,1.0,612
picture_book,special,5.8,116,finished_airing,1.0,281
original,music,5.8,116,finished_airing,1.0,227
original,movie,4.45,369,finished_airing,1.0,718
visual_novel,ova,5.49,182,finished_airing,1.0,558
original,ona,4.42,370,finished_airing,1.0,752
original,music,5.75,125,finished_airing,1.0,273
original,ona,4.89,307,finished_airing,2.0,614
manga,ona,5.8100000000000005,114,finished_airing,1.0,285
original,music,5.87,104,finished_airing,1.0,180
,ova,5.76,123,finished_airing,1.0,422
game,special,5.52,175,finished_airing,12.0,887
,ova,5.74,127,finished_airing,1.0,474
original,ona,5.6,156,finished_airing,2.0,467
original,music,5.71,133,finished_airing,1.0,275
,ova,5.09,272,finished_airing,3.0,865
,music,5.37,210,finished_airing,1.0,468
other,movie,5.5,179,finished_airing,1.0,483
other,movie,5.62,151,finished_airing,1.0,529
game,ona,5.68,139,finished_airing,3.0,449
other,ona,4.84,315,finished_airing,1.0,1103
original,ona,5.01,288,finished_airing,1.0,545
original,ona,5.69,137,finished_airing,1.0,329
music,music,5.54,169,finished_airing,1.0,318
music,movie,4.4,367,finished_airing,1.0,673
original,movie,5.35,214,finished_airing,1.0,549
original,movie,5.11,266,finished_airing,1.0,516
,movie,4.94,295,finished_airing,1.0,594
4_koma_manga,tv,5.46,187,finished_airing,2.0,789
,tv,5.71,132,finished_airing,12.0,532
,ona,5.51,176,finished_airing,1.0,521
picture_book,tv,4.65,343,finished_airing,12.0,892
,tv,5.63,148,finished_airing,25.0,753
original,tv,5.82,111,finished_airing,52.0,329
original,music,5.85,106,finished_airing,1.0,198
original,ona,4.66,340,finished_airing,13.0,708
,ova,4.5600000000000005,352,finished_airing,1.0,1222
,movie,4.96,291,finished_airing,1.0,647
original,movie,5.41,199,finished_airing,1.0,452
original,tv,5.66,141,finished_airing,26.0,350
other,ova,5.57,161,finished_airing,6.0,647
original,ona,5.8,114,finished_airing,6.0,375
original,special,5.75,123,finished_airing,1.0,269
original,ona,5.46,186,finished_airing,1.0,412
,tv,5.73,127,finished_airing,26.0,473
original,music,5.76,121,finished_airing,1.0,219
,movie,5.77,119,finished_airing,1.0,603
music,music,5.7,133,finished_airing,1.0,268
original,movie,5.7,133,finished_airing,1.0,268
original,music,5.7,133,finished_airing,1.0,262
manga,ona,5.71,131,finished_airing,1.0,436
original,movie,5.71,131,finished_airing,1.0,363
,ova,4.66,336,finished_airing,2.0,1038
music,music,5.44,190,finished_airing,1.0,379
other,ona,5.24,234,finished_airing,1.0,963
original,movie,4.17,369,finished_airing,1.0,672
,movie,5.68,137,finished_airing,1.0,460
music,music,5.0,283,finished_airing,1.0,561
visual_novel,ova,5.08,268,finished_airing,1.0,1166
original,movie,5.21,239,finished_airing,1.0,610
original,ova,5.54,165,finished_airing,1.0,614
original,special,5.75,122,finished_airing,2.0,284
original,movie,5.72,128,finished_airing,1.0,626
music,special,4.83,309,finished_airing,1.0,540
original,special,5.38,203,finished_airing,11.0,542
original,ona,5.55,163,finished_airing,1.0,384
original,music,5.6,152,finished_airing,1.0,294
,special,4.98,284,finished_airing,2.0,504
,ova,5.77,118,finished_airing,1.0,449
original,music,5.77,118,finished_airing,1.0,234
original,movie,5.57,159,finished_airing,1.0,673
music,music,5.57,159,finished_airing,1.0,289
music,tv,5.27,226,finished_airing,10.0,595
original,ona,4.71,323,finished_airing,1.0,634
visual_novel,ova,5.26,228,finished_airing,1.0,877
other,special,4.79,313,finished_airing,1.0,928
original,movie,4.53,345,finished_airing,1.0,648
music,music,5.41,195,finished_airing,1.0,378
original,ona,5.0,280,finished_airing,1.0,654
original,movie,5.38,202,finished_airing,1.0,374
original,ona,5.64,143,finished_airing,3.0,453
original,movie,4.99,281,finished_airing,1.0,633
original,music,4.83,306,finished_airing,1.0,566
original,tv,5.51,171,finished_airing,12.0,591
original,music,5.02,276,finished_airing,1.0,490
other,special,5.52,169,finished_airing,1.0,877
original,movie,5.71,129,finished_airing,1.0,944
,ova,5.22,235,finished_airing,1.0,952
manga,movie,5.22,235,finished_airing,1.0,875
original,movie,5.3,219,finished_airing,1.0,580
original,tv,5.7,131,finished_airing,52.0,382
,ova,5.07,266,finished_airing,2.0,916
original,music,5.68,135,finished_airing,1.0,259
music,music,4.86,299,finished_airing,1.0,584
original,movie,4.02,365,finished_airing,1.0,701
,ona,5.09,262,finished_airing,4.0,938
manga,ova,4.47,346,finished_airing,1.0,1179
original,music,5.14,249,finished_airing,1.0,461
original,movie,5.33,212,finished_airing,1.0,5543
original,ona,5.33,212,finished_airing,1.0,777
original,music,5.11,257,finished_airing,1.0,455
original,ona,5.42,191,finished_airing,1.0,425
,movie,5.28,221,finished_airing,1.0,448
game,ona,5.38,200,finished_airing,1.0,525
original,tv,5.55,161,finished_airing,25.0,1866
original,movie,5.69,132,finished_airing,1.0,346
,ona,5.27,223,finished_airing,5.0,564
original,movie,5.1,258,finished_airing,1.0,447
original,music,5.62,145,finished_airing,1.0,307
music,music,5.19,238,finished_airing,1.0,534
other,music,5.03,270,finished_airing,1.0,497
,ova,4.65,326,finished_airing,1.0,1011
manga,ova,5.15,245,finished_airing,1.0,1007
other,ona,4.8100000000000005,304,finished_airing,1.0,600
original,music,5.53,164,finished_airing,1.0,338
,tv,5.57,156,finished_airing,13.0,616
original,ona,4.68,321,finished_airing,8.0,1757
original,music,5.77,116,finished_airing,1.0,239
original,tv,5.47,178,finished_airing,12.0,964
music,music,4.95,281,finished_airing,1.0,531
original,special,5.54,162,finished_airing,2.0,1118
,ova,4.72,315,finished_airing,1.0,1682
mixed_media,tv,5.34,208,finished_airing,6.0,4416
game,ova,4.54,335,finished_airing,1.0,1093
manga,special,5.2,235,finished_airing,1.0,572
game,ova,5.5,170,finished_airing,4.0,1133
manga,special,5.18,238,finished_airing,3.0,834
,music,5.44,184,finished_airing,1.0,425
original,movie,4.96,278,finished_airing,1.0,706
,ova,5.8100000000000005,108,finished_airing,1.0,424
,special,5.71,126,finished_airing,1.0,566
,ova,5.74,120,finished_airing,1.0,447
,ona,5.58,152,finished_airing,1.0,415
novel,ona,5.65,138,finished_airing,1.0,526
original,music,5.65,138,finished_airing,1.0,273
original,music,5.65,138,finished_airing,1.0,270
original,music,5.63,141,finished_airing,1.0,282
,tv,5.5,169,finished_airing,26.0,480
original,ona,5.78,113,finished_airing,2.0,363
original,movie,5.66,136,finished_airing,1.0,327
original,movie,4.66,319,finished_airing,1.0,1247
original,ova,5.62,143,finished_airing,10.0,625
original,tv,5.62,143,finished_airing,32.0,568
manga,special,5.48,173,finished_airing,1.0,301
,music,5.43,185,finished_airing,1.0,377
original,ona,5.51,166,finished_airing,3.0,391
,movie,5.52,164,finished_airing,1.0,495
music,music,5.52,164,finished_airing,1.0,324
original,ona,4.93,280,finished_airing,1.0,726
music,music,5.11,250,finished_airing,1.0,508
music,music,5.67,134,finished_airing,1.0,278
original,movie,5.46,178,finished_airing,1.0,489
,ova,5.72,123,finished_airing,1.0,434
web_manga,ona,5.36,200,finished_airing,2.0,1051
original,movie,5.53,162,finished_airing,1.0,400
,ona,5.05,262,finished_airing,1.0,800
game,ova,5.13,245,finished_airing,1.0,884
visual_novel,ova,5.1,252,finished_airing,1.0,993
original,movie,4.31,343,finished_airing,1.0,604
,ova,4.67,316,finished_airing,1.0,1157
original,movie,4.93,279,finished_airing,1.0,978
,ova,4.93,279,finished_airing,5.0,712
music,music,5.33,207,finished_airing,1.0,392
original,movie,5.74,119,finished_airing,1.0,640
music,music,4.52,329,finished_airing,1.0,551
original,music,5.82,105,finished_airing,1.0,231
music,music,5.32,209,finished_airing,1.0,384
original,music,5.6,146,finished_airing,1.0,295
,ona,5.41,188,finished_airing,3.0,680
manga,ona,5.13,244,finished_airing,10.0,1257
,ova,5.05,260,finished_airing,1.0,988
,special,5.38,194,finished_airing,1.0,427
original,music,5.27,218,finished_airing,1.0,425
original,ona,5.12,245,finished_airing,1.0,491
other,movie,5.0,268,finished_airing,1.0,581
original,movie,5.31,210,finished_airing,1.0,509
manga,ova,4.94,275,finished_airing,2.0,1190
original,music,5.5600000000000005,154,finished_airing,1.0,281
original,music,5.18,234,finished_airing,1.0,402
,movie,5.8100000000000005,106,finished_airing,1.0,420
manga,special,5.8100000000000005,106,finished_airing,1.0,218
original,music,4.23,341,finished_airing,1.0,624
music,music,5.64,138,finished_airing,1.0,251
music,music,4.74,304,finished_airing,1.0,598
original,movie,4.69,311,finished_airing,1.0,616
original,special,4.65,315,finished_airing,1.0,567
original,ona,5.08,253,finished_airing,1.0,746
original,special,5.32,207,finished_airing,9.0,941
original,music,5.78,111,finished_airing,1.0,230
original,tv,5.24,222,finished_airing,26.0,792
original,movie,4.68,311,finished_airing,1.0,622
manga,special,5.75,116,finished_airing,1.0,251
music,music,5.44,179,finished_airing,1.0,377
,music,5.38,192,finished_airing,1.0,382
,movie,4.82,291,finished_airing,1.0,567
,ova,5.62,140,finished_airing,1.0,471
manga,movie,5.5600000000000005,152,finished_airing,1.0,499
music,music,5.5600000000000005,152,finished_airing,1.0,365
original,music,5.74,117,finished_airing,1.0,241
original,tv,5.68,129,finished_airing,104.0,383
,special,5.57,150,finished_airing,1.0,553
original,movie,5.07,252,finished_airing,1.0,545
game,ova,5.52,161,finished_airing,1.0,571
original,special,5.23,222,finished_airing,1.0,455
,ona,5.22,224,finished_airing,1.0,636
,special,5.59,145,finished_airing,1.0,347
original,ona,4.37,328,finished_airing,4.0,814
music,music,4.76,296,finished_airing,1.0,573
original,tv,5.4,186,finished_airing,26.0,575
original,ona,5.35,197,finished_airing,4.0,748
original,ona,5.37,192,finished_airing,1.0,447
original,ona,5.76,113,finished_airing,10.0,302
original,ona,5.5,163,finished_airing,1.0,616
original,movie,5.44,177,finished_airing,1.0,406
original,music,5.53,157,finished_airing,1.0,295
manga,movie,5.32,203,finished_airing,1.0,461
original,special,5.4,185,finished_airing,3.0,595
original,movie,5.12,239,finished_airing,1.0,499
,ova,5.03,256,finished_airing,2.0,757
,ova,5.61,140,finished_airing,1.0,493
manga,special,5.65,133,finished_airing,1.0,330
original,ona,4.82,287,finished_airing,3.0,772
other,movie,5.2,225,finished_airing,1.0,566
original,special,5.5600000000000005,150,finished_airing,2.0,970
original,music,5.75,114,finished_airing,1.0,230
original,movie,5.57,148,finished_airing,1.0,318
original,ona,5.53,156,finished_airing,20.0,616
original,special,5.53,156,finished_airing,1.0,533
music,music,5.33,200,finished_airing,1.0,355
original,music,5.6,141,finished_airing,1.0,260
original,ova,5.14,234,finished_airing,1.0,916
,ova,5.71,120,finished_airing,2.0,494
music,music,5.27,211,finished_airing,1.0,398
original,music,5.3,205,finished_airing,1.0,398
,ova,5.7,122,finished_airing,1.0,397
,special,5.64,134,finished_airing,2.0,503
original,ona,4.8,287,finished_airing,1.0,568
original,music,4.78,289,finished_airing,1.0,494
manga,ona,5.53,155,finished_airing,24.0,727
,ova,4.94,264,finished_airing,1.0,853
original,movie,5.28,208,finished_airing,1.0,438
original,ona,4.95,263,finished_airing,1.0,489
original,music,5.45,171,finished_airing,1.0,316
music,music,4.28,322,finished_airing,1.0,541
original,music,5.8100000000000005,103,finished_airing,1.0,210
original,movie,5.48,164,finished_airing,1.0,389
original,special,5.43,176,finished_airing,1.0,384
original,ona,5.58,144,finished_airing,6.0,553
original,music,5.32,200,finished_airing,1.0,385
original,ona,4.21,323,finished_airing,1.0,628
original,ona,5.51,159,finished_airing,1.0,495
,special,5.69,123,finished_airing,1.0,443
original,music,5.68,125,finished_airing,1.0,244
other,movie,5.53,154,finished_airing,1.0,1276
,ova,4.87,273,finished_airing,4.0,1249
original,special,5.26,211,finished_airing,1.0,623
manga,ova,5.74,114,finished_airing,3.0,550
original,music,4.79,285,finished_airing,1.0,609
original,movie,4.54,308,finished_airing,1.0,578
,movie,4.7,294,finished_airing,1.0,584
original,music,4.7,294,finished_airing,1.0,513
other,tv,4.79,284,finished_airing,5.0,868
original,ona,4.97,258,finished_airing,1.0,515
,ona,5.16,227,finished_airing,1.0,682
book,special,5.64,132,finished_airing,1.0,434
original,movie,5.2,220,finished_airing,1.0,525
original,movie,4.9,267,finished_airing,1.0,743
original,movie,4.44,313,finished_airing,1.0,621
original,music,5.73,115,finished_airing,1.0,239
,tv,5.65,130,finished_airing,14.0,335
original,ova,5.27,207,finished_airing,1.0,844
original,movie,4.79,282,finished_airing,1.0,551
game,ona,5.39,182,finished_airing,12.0,1045
original,movie,5.01,251,finished_airing,1.0,564
,movie,5.46,166,finished_airing,1.0,537
,ova,5.47,164,finished_airing,1.0,754
,ova,5.5600000000000005,146,finished_airing,1.0,530
music,music,5.38,184,finished_airing,1.0,373
original,ona,5.72,116,finished_airing,1.0,279
original,ona,5.58,142,finished_airing,1.0,482
original,music,5.55,148,finished_airing,1.0,284
,ova,5.66,127,finished_airing,1.0,432
original,movie,5.06,241,finished_airing,1.0,623
,ona,5.7,119,finished_airing,8.0,438
original,movie,5.49,160,finished_airing,1.0,399
manga,movie,5.61,136,finished_airing,1.0,802
,movie,4.67,293,finished_airing,1.0,608
novel,special,5.78,105,finished_airing,1.0,516
,special,5.77,107,finished_airing,2.0,394
music,music,5.35,189,finished_airing,1.0,354
manga,ova,5.55,147,finished_airing,3.0,553
,ova,5.63,132,finished_airing,1.0,403
original,ona,4.86,269,finished_airing,1.0,556
original,movie,5.42,174,finished_airing,1.0,466
music,music,5.57,143,finished_airing,1.0,257
game,ona,5.54,149,finished_airing,1.0,446
original,special,4.98,252,finished_airing,2.0,629
music,music,5.43,171,finished_airing,1.0,342
other,music,5.39,180,finished_airing,1.0,348
book,movie,5.59,139,finished_airing,1.0,447
,ova,4.72,287,finished_airing,1.0,908
original,movie,5.49,159,finished_airing,1.0,409
original,music,5.72,115,finished_airing,1.0,255
game,ona,5.34,191,finished_airing,1.0,535
other,ona,5.15,225,finished_airing,1.0,575
original,ona,5.8,102,finished_airing,1.0,329
original,movie,5.17,221,finished_airing,1.0,523
picture_book,ona,5.5600000000000005,144,finished_airing,1.0,289
other,ona,5.61,135,finished_airing,1.0,299
,music,5.29,200,finished_airing,1.0,430
,music,5.11,231,finished_airing,1.0,441
original,movie,5.74,111,finished_airing,1.0,249
manga,ova,5.04,241,finished_airing,1.0,861
music,music,5.34,190,finished_airing,1.0,372
game,ova,5.27,203,finished_airing,1.0,866
original,music,4.48,303,finished_airing,1.0,536
original,special,4.87,264,finished_airing,1.0,506
original,ona,3.97,316,finished_airing,1.0,601
manga,ona,5.1,232,finished_airing,1.0,763
original,ona,4.37,307,finished_airing,1.0,587
,movie,5.6,136,finished_airing,6.0,503
,movie,5.37,182,finished_airing,1.0,401
,tv,5.5600000000000005,143,finished_airing,7.0,482
original,movie,5.15,223,finished_airing,1.0,464
,special,5.73,112,finished_airing,1.0,544
,movie,5.54,147,finished_airing,1.0,675
,ova,5.02,243,finished_airing,1.0,937
original,special,5.53,149,finished_airing,1.0,336
game,special,5.62,132,finished_airing,1.0,347
,ova,5.0,245,finished_airing,1.0,1056
music,music,5.35,186,finished_airing,1.0,368
original,ona,5.27,202,finished_airing,1.0,464
manga,special,5.51,153,finished_airing,4.0,470
,ova,5.7,117,finished_airing,1.0,408
original,tv,5.63,130,finished_airing,6.0,356
original,movie,4.8,272,finished_airing,1.0,568
visual_novel,ova,4.75,278,finished_airing,4.0,1081
other,special,5.65,126,finished_airing,1.0,278
original,movie,4.59,293,finished_airing,1.0,606
,special,5.23,209,finished_airing,1.0,454
other,movie,5.38,179,finished_airing,1.0,491
,music,5.19,216,finished_airing,1.0,427
original,music,5.26,203,finished_airing,1.0,359
original,music,5.55,144,finished_airing,1.0,266
original,movie,4.48,299,finished_airing,1.0,579
,movie,5.2,214,finished_airing,1.0,462
original,ova,5.5,154,finished_airing,10.0,606
original,music,5.5600000000000005,142,finished_airing,1.0,276
original,special,5.79,102,finished_airing,1.0,247
visual_novel,ova,5.0,244,finished_airing,2.0,920
,ova,5.42,170,finished_airing,1.0,433
,movie,5.35,185,finished_airing,1.0,365
other,ona,5.18,217,finished_airing,7.0,649
original,movie,5.76,106,finished_airing,1.0,298
,movie,5.73,111,finished_airing,1.0,342
original,movie,5.73,111,finished_airing,1.0,236
original,movie,5.62,131,finished_airing,1.0,561
other,tv,5.1,229,finished_airing,3.0,742
,music,4.73,278,finished_airing,1.0,490
original,ona,5.3,194,finished_airing,1.0,419
music,music,5.0,243,finished_airing,1.0,434
original,ona,5.08,232,finished_airing,1.0,574
original,special,5.14,222,finished_airing,2.0,585
original,movie,5.39,176,finished_airing,1.0,383
original,special,5.64,127,finished_airing,6.0,527
,special,5.5600000000000005,141,finished_airing,1.0,419
music,music,5.15,220,finished_airing,1.0,414
,tv,5.58,138,finished_airing,13.0,615
original,movie,4.69,282,finished_airing,1.0,557
music,music,5.03,238,finished_airing,1.0,442
music,music,4.86,261,finished_airing,1.0,493
original,music,5.72,112,finished_airing,1.0,209
original,ona,5.47,159,finished_airing,1.0,479
music,music,5.67,121,finished_airing,1.0,246
original,movie,5.05,235,finished_airing,1.0,536
original,music,5.71,114,finished_airing,1.0,271
original,ona,5.77,104,finished_airing,1.0,274
original,ona,4.85,262,finished_airing,1.0,506
visual_novel,music,5.64,126,finished_airing,1.0,296
original,ona,5.41,170,finished_airing,1.0,391
original,ona,5.73,110,finished_airing,1.0,396
game,ona,5.73,110,finished_airing,1.0,284
original,music,5.1,227,finished_airing,1.0,423
original,special,5.05,234,finished_airing,1.0,486
original,music,5.58,137,finished_airing,1.0,257
picture_book,ona,5.6,133,finished_airing,1.0,311
,ona,5.19,212,finished_airing,1.0,459
original,tv,5.67,120,finished_airing,13.0,640
original,movie,4.32,299,finished_airing,1.0,558
original,ona,5.63,127,finished_airing,2.0,609
novel,movie,4.88,255,finished_airing,1.0,594
original,music,5.72,111,finished_airing,1.0,220
original,movie,5.01,238,finished_airing,1.0,541
original,movie,5.64,125,finished_airing,1.0,370
original,movie,5.49,153,finished_airing,1.0,427
,ona,5.41,169,finished_airing,1.0,874
,movie,5.53,145,finished_airing,1.0,324
,ova,5.68,118,finished_airing,16.0,435
original,ona,5.68,118,finished_airing,2.0,281
original,music,4.95,244,finished_airing,1.0,448
manga,movie,5.13,220,finished_airing,1.0,814
music,music,4.97,241,finished_airing,1.0,460
original,tv,4.88,253,finished_airing,4.0,1100
original,movie,5.25,200,finished_airing,1.0,337
manga,movie,5.47,156,finished_airing,1.0,775
original,movie,5.19,210,finished_airing,1.0,420
original,music,5.53,144,finished_airing,1.0,261
,music,4.63,281,finished_airing,1.0,502
original,music,5.46,158,finished_airing,1.0,294
,movie,5.08,227,finished_airing,1.0,454
original,movie,5.54,142,finished_airing,1.0,275
manga,ova,5.41,167,finished_airing,1.0,809
game,ona,5.55,140,finished_airing,1.0,350
,movie,5.65,122,finished_airing,1.0,355
original,movie,5.51,148,finished_airing,1.0,513
original,music,5.51,148,finished_airing,1.0,366
original,ona,4.43,292,finished_airing,1.0,507
4_koma_manga,movie,5.68,117,finished_airing,1.0,440
music,movie,5.58,135,finished_airing,1.0,268
original,movie,4.52,288,finished_airing,1.0,534
,tv,5.33,184,finished_airing,18.0,588
,ova,5.48,153,finished_airing,6.0,569
original,ona,5.69,115,finished_airing,1.0,372
original,movie,5.69,115,finished_airing,1.0,313
radio,movie,5.03,232,finished_airing,1.0,475
original,ona,5.07,227,finished_airing,1.0,561
,movie,5.71,111,finished_airing,1.0,382
original,movie,5.36,176,finished_airing,1.0,409
original,movie,5.59,132,finished_airing,1.0,571
original,music,5.49,150,finished_airing,1.0,271
game,ona,5.46,156,finished_airing,3.0,700
