source,type,score,scored_by,status,episodes,members
,movie,7.08,2722,finished_airing,1.0,4985
visual_novel,tv,6.54,13280,finished_airing,12.0,36287
manga,ova,7.28,1750,finished_airing,6.0,4827
original,music,6.98,3340,finished_airing,1.0,6390
manga,tv,6.59,10687,finished_airing,13.0,36500
original,tv,6.69,7306,finished_airing,25.0,18580
original,movie,7.1,2619,finished_airing,1.0,8097
original,tv,6.65,8392,finished_airing,13.0,21833
manga,movie,7.14,2370,finished_airing,1.0,6694
original,tv,7.05,2890,finished_airing,47.0,6165
,movie,7.17,2221,finished_airing,1.0,5155
card_game,tv,6.49,16822,finished_airing,12.0,39946
,movie,7.04,2948,finished_airing,1.0,5043
4_koma_manga,ona,6.49,16760,finished_airing,13.0,29834
novel,movie,7.26,1822,finished_airing,1.0,6734
original,tv,7.16,2254,finished_airing,26.0,6330
manga,tv,6.72,6479,finished_airing,13.0,23145
original,tv,6.4,26480,finished_airing,25.0,66369
original,tv,7.06,2793,finished_airing,13.0,4533
visual_novel,ova,6.92,3706,finished_airing,2.0,9559
manga,ova,6.77,5457,finished_airing,4.0,13938
manga,tv,7.35,1493,finished_airing,51.0,5210
manga,tv,6.05,421102,finished_airing,293.0,835030
web_manga,tv,6.65,8249,currently_airing,12.0,64204
game,tv,6.74,6062,finished_airing,12.0,16353
manga,ona,6.6,10065,finished_airing,12.0,32617
original,special,6.87,4158,finished_airing,2.0,10567
light_novel,special,6.86,4272,finished_airing,1.0,11342
game,ona,6.49,16412,finished_airing,1.0,31197
manga,tv,7.23,1919,finished_airing,20.0,4525
novel,movie,6.87,4149,finished_airing,1.0,26516
manga,ova,6.8,4885,finished_airing,2.0,11820
,tv,6.94,3533,finished_airing,68.0,6659
manga,ona,7.24,1876,finished_airing,30.0,5407
visual_novel,ova,6.88,4030,finished_airing,6.0,10777
novel,ona,7.28,1713,finished_airing,16.0,4001
original,tv,6.42,23455,finished_airing,11.0,52746
original,tv,6.37,29593,finished_airing,12.0,75421
manga,tv,6.5,15620,finished_airing,12.0,45251
visual_novel,ova,6.89,3894,finished_airing,2.0,8776
game,tv,7.03,2947,finished_airing,58.0,6278
manga,tv,6.61,9515,finished_airing,12.0,41550
visual_novel,ova,6.8,4824,finished_airing,4.0,11905
visual_novel,ova,6.8100000000000005,4732,finished_airing,1.0,10298
game,ova,6.86,4192,finished_airing,1.0,9499
original,tv,6.79,4947,finished_airing,13.0,11467
manga,tv,7.28,1696,currently_airing,,5353
novel,movie,6.44,20627,finished_airing,1.0,52221
other,tv,6.36,30778,finished_airing,12.0,99939
manga,tv,6.8100000000000005,4696,finished_airing,26.0,14474
game,tv,6.38,27594,finished_airing,51.0,53229
game,tv,6.55,12021,finished_airing,12.0,35740
manga,ova,7.51,1108,finished_airing,3.0,5563
manga,tv,6.2,76601,finished_airing,12.0,167655
manga,tv,6.98,3201,finished_airing,13.0,6606
light_novel,ona,6.65,7914,finished_airing,1.0,17662
manga,ona,6.71,6380,finished_airing,22.0,17110
book,tv,7.09,2559,finished_airing,39.0,5804
manga,ova,7.13,2335,finished_airing,1.0,6350
manga,special,7.09,2557,finished_airing,2.0,6313
manga,movie,7.08,2608,finished_airing,1.0,4500
original,tv,6.63,8512,finished_airing,12.0,20475
original,tv,6.94,3444,finished_airing,105.0,10011
original,music,7.37,1387,finished_airing,1.0,2297
original,tv,7.45,1197,finished_airing,75.0,5529
manga,movie,6.94,3443,finished_airing,1.0,8241
visual_novel,tv,6.6,9636,finished_airing,13.0,26717
manga,tv,6.67,7293,finished_airing,52.0,15027
original,tv,6.88,3907,finished_airing,13.0,6780
other,tv,6.74,5731,finished_airing,67.0,21567
,tv,7.08,2588,finished_airing,104.0,7585
game,special,6.78,5015,finished_airing,9.0,11584
light_novel,tv,6.13,126987,finished_airing,12.0,283900
light_novel,ona,6.65,7777,finished_airing,3.0,19278
manga,ova,6.8,4717,finished_airing,1.0,9189
visual_novel,ova,6.94,3428,finished_airing,1.0,6877
manga,ova,7.11,2397,finished_airing,14.0,5000
manga,ova,6.75,5479,finished_airing,1.0,10084
original,ova,7.44,1201,finished_airing,8.0,2815
original,tv,7.07,2620,finished_airing,39.0,5989
visual_novel,tv,6.06,257493,finished_airing,12.0,483665
,tv,6.88,3837,finished_airing,23.0,9350
light_novel,special,6.78,4945,finished_airing,1.0,13964
game,special,6.98,3134,finished_airing,1.0,6553
visual_novel,ova,6.79,4786,finished_airing,2.0,11419
light_novel,tv,6.19,76776,finished_airing,13.0,170015
web_manga,ona,6.58,10217,finished_airing,12.0,54717
original,ona,7.35,1414,finished_airing,28.0,5399
novel,tv,7.16,2145,finished_airing,52.0,4858
light_novel,ova,6.65,7673,finished_airing,2.0,22702
manga,ona,6.78,4930,finished_airing,8.0,12756
manga,ova,6.73,5814,finished_airing,2.0,13514
light_novel,special,6.75,5422,finished_airing,1.0,17063
manga,ova,6.66,7366,finished_airing,2.0,16830
original,tv,6.78,4908,finished_airing,24.0,15108
visual_novel,ova,6.74,5563,finished_airing,2.0,13714
visual_novel,ova,6.67,7026,finished_airing,1.0,17884
original,special,6.94,3330,finished_airing,3.0,8010
web_manga,ona,7.23,1816,finished_airing,40.0,4483
,special,6.94,3324,finished_airing,1.0,7855
,movie,7.27,1666,finished_airing,1.0,3249
manga,tv,6.49,15047,finished_airing,3.0,27516
manga,tv,6.37,26868,finished_airing,12.0,80961
visual_novel,ova,6.84,4170,finished_airing,1.0,8683
manga,ova,7.02,2855,finished_airing,2.0,6346
game,tv,6.29,41270,finished_airing,12.0,133474
visual_novel,ova,7.14,2197,finished_airing,2.0,5063
manga,ova,6.67,6928,finished_airing,3.0,21863
manga,special,6.63,8036,finished_airing,1.0,18091
manga,special,7.2,1934,finished_airing,8.0,5631
original,music,7.42,1210,finished_airing,1.0,5622
manga,tv,6.61,8716,finished_airing,12.0,16239
other,special,6.95,3231,finished_airing,1.0,9420
game,tv,7.2,1931,finished_airing,26.0,5246
original,tv,7.18,2025,finished_airing,50.0,8330
original,ova,6.92,3449,finished_airing,1.0,6008
original,special,6.94,3294,finished_airing,1.0,7179
manga,ova,6.88,3746,finished_airing,3.0,9965
,movie,7.0,2942,finished_airing,1.0,5380
,movie,7.19,1971,finished_airing,1.0,4415
manga,tv,6.87,3834,finished_airing,11.0,11648
novel,tv,6.33,32137,finished_airing,12.0,91109
novel,ova,6.51,13307,finished_airing,2.0,27426
original,tv,6.86,3954,finished_airing,26.0,20111
manga,tv,7.39,1274,finished_airing,37.0,3818
other,ona,6.42,20479,finished_airing,12.0,40336
light_novel,ona,6.65,7389,finished_airing,13.0,16118
novel,tv,7.32,1467,finished_airing,43.0,4396
manga,tv,6.61,8587,finished_airing,13.0,31697
visual_novel,ova,6.78,4770,finished_airing,1.0,11749
original,tv,6.94,3261,finished_airing,45.0,10857
original,movie,7.17,2042,finished_airing,1.0,4973
original,music,7.37,1320,finished_airing,1.0,2149
game,tv,6.75,5240,finished_airing,51.0,11581
original,tv,6.63,7828,finished_airing,13.0,15116
other,ona,6.94,3243,finished_airing,1.0,7051
novel,ona,7.21,1863,finished_airing,12.0,4090
manga,ova,7.09,2393,finished_airing,1.0,4854
manga,special,6.8,4474,finished_airing,4.0,8076
visual_novel,ova,6.94,3231,finished_airing,2.0,6952
book,tv,7.12,2240,finished_airing,65.0,6524
novel,movie,7.11,2281,finished_airing,1.0,6557
original,ova,7.21,1849,finished_airing,1.0,4322
visual_novel,special,6.7,6095,finished_airing,1.0,13673
game,tv,6.67,6696,finished_airing,13.0,21156
manga,ova,6.58,9659,finished_airing,3.0,20778
game,tv,6.7,6086,finished_airing,26.0,16545
other,ona,7.25,1689,finished_airing,1.0,5069
manga,tv,6.41,20938,finished_airing,12.0,57658
,special,6.92,3360,finished_airing,1.0,7581
novel,ona,7.37,1303,currently_airing,384.0,5018
visual_novel,ova,6.86,3835,finished_airing,2.0,10566
manga,tv,7.09,2371,currently_airing,,7257
manga,movie,6.95,3149,finished_airing,1.0,9443
manga,ona,6.46,16134,finished_airing,12.0,37321
visual_novel,ova,6.88,3635,finished_airing,2.0,9158
manga,ova,6.46,16104,finished_airing,2.0,32932
manga,tv,6.66,6876,finished_airing,26.0,21432
light_novel,tv,6.18,72729,finished_airing,12.0,154296
mixed_media,tv,6.22,56763,finished_airing,12.0,124632
original,tv,6.92,3324,finished_airing,26.0,9374
manga,music,7.32,1430,finished_airing,1.0,2810
game,ona,6.46,16002,finished_airing,6.0,26805
original,tv,6.48,14754,finished_airing,49.0,31659
manga,ona,6.8100000000000005,4291,finished_airing,1.0,8570
novel,tv,7.06,2508,finished_airing,49.0,12514
manga,special,6.63,7669,finished_airing,1.0,14687
visual_novel,ova,6.88,3618,finished_airing,2.0,9132
manga,ona,6.79,4503,finished_airing,30.0,14724
manga,movie,6.88,3614,finished_airing,1.0,8321
game,ona,6.75,5028,finished_airing,1.0,9968
manga,movie,7.26,1623,finished_airing,1.0,4966
light_novel,special,6.93,3228,finished_airing,1.0,9783
manga,ova,6.62,7787,finished_airing,1.0,18789
manga,ona,7.33,1383,finished_airing,42.0,3349
manga,tv,6.71,5634,finished_airing,12.0,18480
original,tv,7.09,2330,finished_airing,26.0,5741
game,tv,6.5,13039,finished_airing,13.0,50792
light_novel,special,6.62,7740,finished_airing,2.0,16246
manga,tv,6.82,4110,finished_airing,12.0,10663
music,music,7.1,2256,finished_airing,1.0,4010
visual_novel,ova,6.67,6433,finished_airing,3.0,15582
light_novel,tv,6.69,6049,finished_airing,13.0,18896
game,ova,6.85,3805,finished_airing,4.0,9194
original,movie,6.73,5316,finished_airing,2.0,10441
novel,tv,7.36,1289,finished_airing,26.0,4160
4_koma_manga,tv,6.64,7187,finished_airing,13.0,13238
manga,movie,7.19,1878,finished_airing,1.0,10669
game,ona,7.05,2512,finished_airing,1.0,4455
original,special,6.8,4275,finished_airing,1.0,9492
manga,special,6.72,5417,finished_airing,6.0,14035
4_koma_manga,tv,6.83,4005,finished_airing,12.0,10681
original,tv,6.73,5293,finished_airing,52.0,12519
game,movie,6.34,27586,finished_airing,1.0,46811
game,tv,6.91,3303,finished_airing,12.0,10846
manga,tv,7.27,1557,finished_airing,26.0,3691
original,tv,6.5,12748,finished_airing,12.0,31962
visual_novel,special,6.39,21562,finished_airing,1.0,39879
manga,ona,6.52,11611,finished_airing,10.0,24373
manga,ova,6.8,4240,finished_airing,3.0,10144
manga,special,6.67,6353,finished_airing,1.0,15645
other,tv,6.43,17708,finished_airing,67.0,55009
light_novel,special,6.52,11549,finished_airing,2.0,28130
light_novel,ova,6.82,4035,finished_airing,3.0,10653
original,movie,7.16,1974,finished_airing,1.0,4727
original,tv,7.05,2455,currently_airing,,12391
original,tv,6.88,3488,finished_airing,12.0,9582
original,tv,6.53,10799,finished_airing,12.0,32932
original,tv,6.9,3297,finished_airing,13.0,8426
manga,ova,6.64,6906,finished_airing,4.0,14540
manga,tv,7.17,1912,finished_airing,109.0,5063
original,special,7.0,2719,finished_airing,24.0,5425
,movie,7.01,2668,finished_airing,1.0,4869
manga,special,6.74,4923,finished_airing,1.0,10731
light_novel,ova,6.86,3617,finished_airing,4.0,10194
manga,ova,6.59,8332,finished_airing,2.0,17822
game,movie,6.83,3852,finished_airing,1.0,9859
original,ona,7.2,1769,finished_airing,12.0,5365
original,special,6.52,11172,finished_airing,1.0,23133
original,tv,6.95,2946,finished_airing,12.0,9845
novel,special,7.42,1114,finished_airing,3.0,2492
light_novel,tv,6.21,52859,finished_airing,20.0,169452
original,music,7.23,1655,finished_airing,1.0,2854
manga,ona,6.87,3521,finished_airing,12.0,9758
manga,ova,6.94,3003,finished_airing,2.0,8413
,special,6.75,4746,finished_airing,2.0,19173
4_koma_manga,special,6.45,15325,finished_airing,1.0,26064
manga,tv,6.31,30584,finished_airing,12.0,73751
original,ona,6.58,8565,finished_airing,1.0,16535
manga,ona,6.93,3036,finished_airing,1.0,7064
original,tv,6.37,22111,finished_airing,13.0,48987
original,ova,7.49,981,finished_airing,8.0,5894
original,tv,6.44,15892,finished_airing,13.0,34787
original,special,7.21,1711,finished_airing,2.0,5458
novel,ona,7.36,1221,finished_airing,104.0,3740
original,special,6.87,3483,finished_airing,3.0,7377
manga,tv,6.33,26822,finished_airing,12.0,81731
visual_novel,tv,6.51,11459,finished_airing,13.0,29979
manga,special,7.14,2000,finished_airing,1.0,6678
manga,movie,7.05,2378,finished_airing,1.0,4699
light_novel,ova,6.88,3386,finished_airing,2.0,9144
manga,movie,7.16,1911,finished_airing,1.0,4948
original,ova,7.44,1060,finished_airing,5.0,2765
manga,ova,6.75,4667,finished_airing,6.0,12061
original,music,7.54,908,finished_airing,1.0,1600
novel,tv,6.86,3537,finished_airing,11.0,14327
original,tv,7.16,1906,finished_airing,12.0,4775
original,tv,7.43,1071,finished_airing,48.0,3735
manga,tv,7.14,1980,finished_airing,52.0,6134
,music,7.11,2107,finished_airing,1.0,3760
mixed_media,tv,6.97,2765,finished_airing,26.0,6538
manga,tv,6.6,7680,finished_airing,12.0,14787
manga,tv,7.04,2417,finished_airing,20.0,6807
web_manga,tv,6.8,4017,finished_airing,13.0,8843
manga,tv,6.74,4766,finished_airing,51.0,10318
original,special,6.38,20625,finished_airing,1.0,39066
original,ova,6.78,4259,finished_airing,4.0,9077
4_koma_manga,ova,7.07,2246,finished_airing,1.0,4800
original,ova,6.87,3431,finished_airing,5.0,9076
original,tv,6.76,4482,finished_airing,13.0,8240
manga,special,6.92,3032,finished_airing,1.0,7166
original,tv,6.82,3787,finished_airing,52.0,12100
manga,ova,6.76,4476,finished_airing,2.0,10083
manga,tv,6.62,6993,finished_airing,12.0,21753
original,tv,6.75,4601,finished_airing,13.0,11823
game,tv,6.48,12565,finished_airing,13.0,34357
manga,special,7.01,2565,finished_airing,1.0,6949
light_novel,special,6.62,6976,finished_airing,1.0,18700
manga,ova,6.8100000000000005,3869,finished_airing,2.0,10634
manga,movie,7.13,2004,finished_airing,1.0,3994
game,special,7.04,2388,finished_airing,1.0,4839
manga,tv,6.59,7816,finished_airing,12.0,17126
game,tv,6.83,3688,finished_airing,13.0,11559
manga,special,7.03,2445,finished_airing,2.0,9999
manga,tv,6.55,9344,finished_airing,16.0,19154
visual_novel,ova,6.89,3213,finished_airing,1.0,8157
light_novel,ona,7.24,1552,finished_airing,1.0,3108
visual_novel,tv,6.3,30665,finished_airing,12.0,72439
visual_novel,ova,6.58,8137,finished_airing,2.0,20044
manga,tv,7.13,1993,finished_airing,13.0,7260
original,movie,6.68,5596,finished_airing,1.0,11898
visual_novel,ova,6.85,3539,finished_airing,2.0,7618
game,tv,6.61,7203,finished_airing,12.0,28261
mixed_media,music,6.87,3378,finished_airing,1.0,5773
manga,ova,6.84,3604,finished_airing,2.0,8852
game,movie,6.77,4294,finished_airing,1.0,9623
game,tv,6.94,2870,finished_airing,21.0,6576
visual_novel,ova,6.79,4032,finished_airing,2.0,9102
other,music,7.28,1403,finished_airing,1.0,2257
game,tv,6.31,28311,finished_airing,12.0,68495
music,tv,7.03,2415,finished_airing,12.0,8420
original,special,6.7,5235,finished_airing,1.0,11968
manga,special,6.83,3645,finished_airing,1.0,9035
game,ova,6.75,4532,finished_airing,6.0,10479
other,movie,6.09,105096,finished_airing,1.0,205915
,special,6.98,2653,finished_airing,1.0,6617
visual_novel,tv,6.52,10380,finished_airing,13.0,29572
novel,tv,6.7,5221,finished_airing,12.0,18135
manga,tv,7.36,1180,finished_airing,86.0,3963
original,tv,6.31,27982,finished_airing,39.0,47019
visual_novel,ova,6.64,6365,finished_airing,2.0,14389
novel,tv,7.25,1489,finished_airing,26.0,3846
web_manga,tv,6.85,3500,finished_airing,39.0,8510
light_novel,special,6.6,7364,finished_airing,2.0,21486
web_manga,tv,6.55,9119,finished_airing,12.0,25935
novel,special,6.68,5485,finished_airing,2.0,15076
manga,tv,6.54,9468,finished_airing,12.0,17297
original,ova,7.33,1243,finished_airing,6.0,2914
manga,ova,6.77,4213,finished_airing,3.0,9440
visual_novel,tv,6.58,7929,finished_airing,13.0,19541
other,tv,6.44,14876,finished_airing,52.0,34018
manga,special,6.8100000000000005,3766,finished_airing,1.0,8248
original,ova,6.75,4481,finished_airing,1.0,9657
game,special,6.69,5354,finished_airing,1.0,9463
mixed_media,tv,6.27,34292,finished_airing,12.0,96545
visual_novel,ova,6.63,6513,finished_airing,1.0,15029
web_manga,ova,6.46,13258,finished_airing,1.0,37778
,tv,7.41,1064,finished_airing,50.0,3127
manga,tv,6.59,7575,finished_airing,12.0,20542
original,tv,7.39,1101,finished_airing,38.0,3723
game,special,6.31,27545,finished_airing,1.0,56816
original,tv,7.47,955,finished_airing,39.0,2366
novel,tv,6.51,10617,finished_airing,24.0,37451
manga,ona,7.35,1186,finished_airing,12.0,5062
original,tv,7.49,929,finished_airing,46.0,4407
visual_novel,tv,6.15,65824,finished_airing,12.0,115923
light_novel,movie,7.71,731,finished_airing,1.0,79742
original,tv,6.45,13928,finished_airing,12.0,44440
visual_novel,ova,6.71,4915,finished_airing,3.0,12970
,movie,6.95,2746,finished_airing,1.0,5046
manga,music,6.8100000000000005,3724,finished_airing,1.0,8123
light_novel,special,6.54,9318,finished_airing,1.0,19515
manga,tv,7.07,2168,finished_airing,56.0,5719
manga,tv,6.43,15249,finished_airing,12.0,40601
original,special,6.45,13824,finished_airing,1.0,26858
,tv,7.34,1199,finished_airing,26.0,5307
card_game,tv,6.71,4890,finished_airing,64.0,10647
original,tv,6.25,36484,finished_airing,24.0,114229
light_novel,tv,7.01,2451,currently_airing,12.0,25511
manga,ova,6.5,10958,finished_airing,1.0,20860
manga,tv,6.14,69253,finished_airing,10.0,152476
original,special,6.94,2776,finished_airing,9.0,6155
manga,special,6.69,5228,finished_airing,2.0,12063
visual_novel,special,6.63,6398,finished_airing,1.0,11702
original,ova,6.65,5965,finished_airing,5.0,17016
manga,tv,6.51,10442,finished_airing,24.0,24761
novel,ona,7.54,860,finished_airing,16.0,1980
web_manga,ona,7.1,2044,finished_airing,4.0,5190
web_manga,ova,6.93,2824,finished_airing,2.0,6425
light_novel,ova,7.05,2240,finished_airing,2.0,5557
visual_novel,tv,6.06,125396,finished_airing,12.0,233946
manga,tv,7.25,1458,finished_airing,49.0,7928
visual_novel,ova,6.75,4373,finished_airing,4.0,11645
light_novel,tv,6.07,112774,finished_airing,12.0,254909
visual_novel,ova,6.79,3848,finished_airing,2.0,10354
original,special,7.02,2374,finished_airing,2.0,5464
,tv,7.39,1074,finished_airing,12.0,3872
novel,tv,6.4,16791,finished_airing,12.0,46356
original,ova,6.77,4080,finished_airing,1.0,7467
web_manga,tv,6.21,43415,finished_airing,12.0,109466
manga,ova,6.49,11159,finished_airing,2.0,28130
manga,special,6.74,4454,finished_airing,6.0,15302
original,special,6.69,5059,finished_airing,1.0,11000
novel,ona,7.49,904,finished_airing,51.0,2396
original,special,6.88,3112,finished_airing,1.0,5940
manga,movie,6.94,2727,finished_airing,1.0,5198
manga,ona,6.62,6432,finished_airing,1.0,17589
novel,movie,6.52,9755,finished_airing,1.0,19545
manga,tv,6.05,126597,finished_airing,24.0,371422
original,music,7.0,2436,finished_airing,1.0,5559
game,tv,6.63,6198,currently_airing,12.0,48293
manga,movie,7.58,797,finished_airing,1.0,29191
manga,ova,6.75,4279,finished_airing,1.0,9503
4_koma_manga,tv,6.5,10563,finished_airing,13.0,23967
manga,special,7.02,2350,finished_airing,1.0,6173
manga,tv,6.21,42633,finished_airing,12.0,100003
manga,movie,6.62,6384,finished_airing,1.0,11392
manga,tv,6.84,3402,finished_airing,331.0,5719
visual_novel,special,6.54,8771,finished_airing,2.0,19719
visual_novel,movie,7.14,1836,finished_airing,1.0,5896
original,special,6.76,4119,finished_airing,1.0,11303
web_manga,tv,6.42,15004,finished_airing,12.0,45961
visual_novel,ova,6.66,5471,finished_airing,2.0,12857
original,tv,6.35,20450,finished_airing,12.0,64489
novel,ona,7.08,2053,finished_airing,12.0,7499
